Tango TV – 2007-01-01                                                                                                                                                                                                               
11.30 ""Berniukas ir pasaulis"" (""Boy Meets World""). JAV. 1999. Serialas šeimai. Rež. Jodi Binstock ir Micky Dolenz. Vaidina Ben Savage, William Russ, Betsy Randle. VII dalis. 13, 14 s. (k.)                                    
12.30 ""Namas 2"" (""Dom 2""). Rusija. 2005. Realybės šou. 215 s. (N-7) (k.)                                                                                                                                                        
13.30 ""Slaptoji agentė"" (""Alias""). JAV. 2002. Veiksmo serialas. Rež. Jeffrey Abrams. Vaidina Jennifer Garner, Ron Rifkin, Michael Vartan, Bradley Cooper. II dalis. 11 s. (N-7) (k.)                                            
14.30 ""Gimusi tapti žvaigžde"" (""Obrechennaya stat zvezdoy""). Rusija. 2005. Romantinė drama. Vaidina Anna Snatkina, Oleg Soloviov, Armands Neylands – Yauzems, Anna Isaykina. 13 s. (k.)                                         
15.30 ""Dangus 2. Dainų TOP"". Muzikinis realybės šou.                                                                                                                                                                              
16.00 ""Ekstremalūs pokyčiai"" (""Extreme Makeover""). JAV. 2003. Realybės šou. 4 s. (N-7)                                                                                                                                          
17.00 ""Dangus 2. Be cenzūros"". Muzikinis realybės šou. (N-7)                                                                                                                                                                      
18.00 ""Meilės sūkuryje"" (""Sturm Der Liebe""). Vokietija. 2005. Drama. Rež. Markus Schmidt-Märkl. Vaidina Dirk Galuba, Lorenzo Patané, Gregory B. Waldis, Judith Hildebrandt, Antje Hagen. 117 s.                                 
19.00 ""Juokingiausi Amerikos namų vaizdeliai"" (""American Funniest Home Video""). Juokingų situacijų šou.                                                                                                                         
19.40 Eurolygos rungtynės. Atėnų ""Panathinaikos"" – Barselonos ""Winterthur FC"". Tiesioginė transliacija.                                                                                                                         
21.35 ""Dangus 2"". Muzikinis realybės šou. (N-7)                                                                                                                                                                                   
22.35 ""Lengvi pinigai"" (""Money For Nothing""). JAV. 1993. Nuotykių filmas. Rež. Ramon Menendez. Vaidina John Cusack, Debi Mazar, Michael Madsen, Benicio Del Toro, James Gandolfini. (N-7)                                       
0.30 ""Pleibojus. Hedonistės, bėglių įlanka Jamaikoje"" (""Playboy: Girls Of Hedonism, Runaway Bay Jamaica""). JAV. 2002. Erotinis filmas. (S)                                                                                      
1.40 Pabaiga.                                                                                                                                                                                                                       

Ketvirtadienis, 2007 02 22                                                                                                                                                                                                          
9.40 Programa.                                                                                                                                                                                                                      
9.45 ""Teleparduotuvė"".                                                                                                                                                                                                            
10.00 ""Gyvenimas su Bone"" (""Life With Bonnie""). JAV. 2002. Komedija. Rež. John Bowab, Bonnie Hunt. Vaidina Bonnie Hunt, Mark Derwin, Samantha Browne – Walters. II dalis. 2 s. (k.)                                             
10.30 ""Dangus 2"". Muzikinis realybės šou. (N-7) (k.)                                                                                                                                                                              
11.30 ""Netikras kūdikis"" (""Rebionok robot""). Rusija. 2006. Realybės šou. 4 s. (k.)                                                                                                                                              
12.30 ""Odisėja V"" (""Odyssey 5""). Kanada. 2002. Fantatinis veiksmo serialas. Rež. Manny Coto. Vaidina Peter Weller, Chuck Taggart, Sebastian Roché, Kurt Mendel, Christopher Gorham, Neil Taggart. 17 s. (N-7) (k.)              
13.30 ""Amžinieji vagys"" (""Once A Thief""). Kanada. 1997. Nuotykių komedija. Rež. Steve DiMarco, Allan Kroeker. Vaidina Sandrine Holt, Ivan Sergei, Nicholas Lea, Jennifer Dale. 17 s. (N-7) (k.)                                 
14.30 ""Gimusi tapti žvaigžde"" (""Obrechennaya stat zvezdoy""). Rusija. 2005. Romantinė drama. Vaidina Anna Snatkina, Oleg Soloviov, Armands Neylands – Yauzems, Anna Isaykina. 14 s. (k.)                                         
15.30 ""Dangus 2. Dainų TOP"". Muzikinis realybės šou.                                                                                                                                                                              
16.00 ""Ekstremalūs pokyčiai"" (""Extreme Makeover""). JAV. 2003. Realybės šou. 5 s. (N-7)                                                                                                                                          
17.00 ""Dangus 2. Be cenzūros"". Muzikinis realybės šou. (N-7)                                                                                                                                                                      
18.00 ""Meilės sūkuryje"" (""Sturm Der Liebe""). Vokietija. 2005. Drama. Rež. Markus Schmidt-Märkl. Vaidina Dirk Galuba, Lorenzo Patané, Gregory B. Waldis, Judith Hildebrandt, Antje Hagen. 118 s.                                 
19.00 ""Gimusi tapti žvaigžde"" (""Obrechennaya stat zvezdoy""). Rusija. 2005. Romantinė drama. Vaidina Anna Snatkina, Oleg Soloviov, Armands Neylands – Yauzems, Anna Isaykina. 15 s.                                              
20.00 ""Namas 2"" (""Dom 2""). Rusija. 2005. Realybės šou. 216 s. (N-7)                                                                                                                                                             
21.00 ""Karalius Hilas"" (""King of the Hill""). JAV. 1998. Animacinis serialas. II dalis. 13 s. (N-7)                                                                                                                              
21.30 ""Dangus 2"". Muzikinis realybės šou. (N-7)                                                                                                                                                                                   
22.30 ""Neteisingai apkaltintas"" (""An Innocent Man""). JAV. 1989. Kriminalinis trileris. Rež. Peter Yates. Vaidina Tom Selleck, Laila Robins, David Rasche, Richard Young. (N-14)                                                 
0.35 ""Pleibojus"" (""Playboy: Playmates in Bed""). JAV. 2002. Erotinis filmas. (S)                                                                                                                                                 
1.45 Pabaiga.                                                                                                                                                                                                                       

Penktadienis, 2007 02 23                                                                                                                                                                                                            
9.40 Programa.                                                                                                                                                                                                                      
9.45 ""Teleparduotuvė"".                                                                                                                                                                                                            
10.00 ""Gyvenimas su Bone"" (""Life With Bonnie""). JAV. 2003. Komedija. Rež. John Bowab, Bonnie Hunt. Vaidina Bonnie Hunt, Mark Derwin, Samantha Browne – Walters. II dalis. 3 s. (k.)                                             
10.30 ""Dangus 2"". Muzikinis realybės šou. (N-7) (k.)                                                                                                                                                                              
11.30 ""Mados reidas"". Laida apie madą. (k.)                                                                                                                                                                                       
12.30 ""Namas 2"" (""Dom 2""). Rusija. 2005. Realybės šou. 216 s. (N-7) (k.)                                                                                                                                                        
13.30 ""Amžinieji vagys"" (""Once A Thief""). Kanada. 1997. Nuotykių komedija. Rež. Steve DiMarco, Allan Kroeker. Vaidina Sandrine Holt, Ivan Sergei, Nicholas Lea, Jennifer Dale. 18 s. (N-7) (k.)                                 
14.30 ""Gimusi tapti žvaigžde"" (""Obrechennaya stat zvezdoy""). Rusija. 2005. Romantinė drama. Vaidina Anna Snatkina, Oleg Soloviov, Armands Neylands – Yauzems, Anna Isaykina. 15 s. (k.)                                         
15.30 ""Dangus 2. Dainų TOP"". Muzikinis realybės šou.                                                                                                                                                                              
16.00 ""Ekstremalūs pokyčiai"" (""Extreme Makeover""). JAV. 2003. Realybės šou. 6 s. (N-7)                                                                                                                                          
17.00 ""Dangus 2. Be cenzūros"". Muzikinis realybės šou. (N-7)                                                                                                                                                                      
18.00 ""Meilės sūkuryje"" (""Sturm Der Liebe""). Vokietija. 2005. Drama. Rež. Markus Schmidt-Märkl. Vaidina Dirk Galuba, Lorenzo Patané, Gregory B. Waldis, Judith Hildebrandt, Antje Hagen. 119 s.                                 
19.00 ""Gimusi tapti žvaigžde"" (""Obrechennaya stat zvezdoy""). Rusija. 2005. Romantinė drama. Vaidina Anna Snatkina, Oleg Soloviov, Armands Neylands – Yauzems, Anna Isaykina. 16 s.                                              
20.00 ""Namas 2"" (""Dom 2""). Rusija. 2005. Realybės šou. 217 s. (N-7)                                                                                                                                                             
21.00 ""Karalius Hilas"" (""King of the Hill""). JAV. 1998. Animacinis serialas. II dalis. 14 s. (N-7)                                                                                                                              
21.30 ""Dangus 2"". Muzikinis realybės šou. (N-7)                                                                                                                                                                                   
22.30 ""Upė"" (""The River""). JAV. 1984. Nuotykių drama. Rež. Mark Rydell. Vaidina Sissy Spacek, Mel Gibson, Shane Bailey.                                                                                                         
0.50 ""Pleibojus"" (""Playboy: Playmates in Bustin‘ Out""). JAV. 2000. Erotinis filmas. (S)                                                                                                                                         
2.00 Pabaiga.                                                                                                                                                                                                                       

Šeštadienis, 2007 02 24                                                                                                                                                                                                             
9.55 Programa.                                                                                                                                                                                                                      
10.00 ""Teleparduotuvė"".                                                                                                                                                                                                           
10.15 ""Daktariūkščiai"" (""Scrubs""). JAV. 2002. Komedija. Rež. Adam Bernstein. Vaidina Zack Braff, Sarah Chalke, Donald Faison. II dalis. 19 s. (k.)                                                                              
10.45 ""Atrasta žvaigždė"" (""Instant Star""). Kanada. 2005. Drama. Rež. Graeme Campbell. Vaidina Alexz Johnson, Tim Rozon, Kristopher Turner, Laura Vandervoort, Simon Reynolds. II dalis. 6 s. (k.)                               
11.10 ""Gyvenimas mūsų akimis"" (""Life as We Know It""). JAV. Drama. 2004. Rež. Adam Davidson. Vaidina Sean Faris, Jon Foster, Chris Lowell, Missy Peregrym, Kelly Osbourne. 3 s. (k.)                                             
12.25 ""Ekstremalūs pokyčiai"" (""Extreme Makeover""). JAV. 2003. Realybės šou. 5 s. (N-7) (k.)                                                                                                                                     
13.00 ""Gyvenimas su Bone"" (""Life With Bonnie""). JAV. 2003. Komedija. Rež. John Bowab, Bonnie Hunt. Vaidina Bonnie Hunt, Mark Derwin, Samantha Browne – Walters, Charlie Stewart. II dalis. 4 s.                                 
13.30 ""Upė"" (""The River""). JAV. 1984. Nuotykių drama. Rež. Mark Rydell. Vaidina Sissy Spacek, Mel Gibson, Shane Bailey. (k.)                                                                                                    
15.40 ""Berniukas ir pasaulis"" (""Boy Meets World""). JAV. 1999. Serialas šeimai. Rež. Jodi Binstock ir Micky Dolenz. Vaidina Ben Savage, William Russ, Betsy Randle. VII dalis. 15, 16, 17 s.                                     
17.00 ""Odisėja V"" (""Odyssey 5""). Kanada. 2002. Fantatinis veiksmo serialas. Rež. Manny Coto. Vaidina Peter Weller, Chuck Taggart, Sebastian Roché, Kurt Mendel, Christopher Gorham, Neil Taggart. 19 s. (N-7)                   
18.00 ""Milijardieriaus iššūkis"" (""The Rebel Billionaire: Branson’s Quest For The Best""). JAV. 2004. Ekstremalus realybės šou. Vedėjas Richard Branson. 9 s.                                                                     
19.00 ""Slaptoji agentė"" (""Alias""). JAV. 2002. Veiksmo serialas. Rež. Jeffrey Abrams. Vaidina Jennifer Garner, Ron Rifkin, Michael Vartan, Bradley Cooper. II dalis. 12 s. (N-7)                                                 
20.00 ""Oliverio šou"" (""Oliver’s Twist""). Kulinarinis šou. 5 s.                                                                                                                                                                  
20.30 ""Dangus 2"". Savaitės finalas. Tiesioginė transliacija.                                                                                                                                                                      
22.30 ""Ali G šou"" (""Ali G show""). JAV, Didžioji Britanija. 2005. Humoro laida. Vaidina Sacha Baron Cohen - Ali G, Boratas, Briuno. II dalis. 3 s. (N-14)                                                                        
23.00 ""Amžinieji vagys"" (""Once A Thief""). Kanada. 1997. Nuotykių komedija. Rež. Steve DiMarco, Allan Kroeker. Vaidina Sandrine Holt, Ivan Sergei, Nicholas Lea, Jennifer Dale, Victoria Pratt. 19 s. (N-7)                      
0.00 ""Pleibojus. Pietų pakrantės moterys. Pikantiškasis Majamis"" (""Playboy: Women Of South Beach: Miami Spice""). JAV. 2002. Erotinis filmas. (S)                                                                                
1.00 Pabaiga.                                                                                                                                                                                                                       

Sekmadienis, 2007 02 25                                                                                                                                                                                                             
9.55 Programa.                                                                                                                                                                                                                      
10.00 ""Teleparduotuvė"".                                                                                                                                                                                                           
10.15 ""Juokingiausi Amerikos namų vaizdeliai"" (""American Funniest Home Video""). Juokingų situacijų šou.                                                                                                                         
10.40 ""Oliverio šou"" (""Oliver’s Twist""). Kulinarinis šou. 5 s. (k.)                                                                                                                                                             
11.10 ""Mados reidas"". Laida apie madą.                                                                                                                                                                                            
12.05 ""Ekstremalūs pokyčiai"" (""Extreme Makeover""). JAV. 2003. Realybės šou. 6 s. (N-7) (k.)                                                                                                                                     
13.00 ""Gyvenimas su Bone"" (""Life With Bonnie""). JAV. 2003. Komedija. Rež. John Bowab, Bonnie Hunt. Vaidina Bonnie Hunt, Mark Derwin, Samantha Browne – Walters, Charlie Stewart. II dalis. 5 s.                                 
13.30 Lietuvos vyrų rankinio čempionatas. Vilniaus “VPU Šviesa-Savanoris” – “HC Vilnius”. Tiesioginė transliacija.                                                                                                                  
15.00 ""Nissan. Ekstremalaus sporto nuotykiai"" (""Nissan Adventures""). 23 s.                                                                                                                                                      
15.30 ""Berniukas ir pasaulis"" (""Boy Meets World""). JAV. 1998. Serialas šeimai. Rež. Jodi Binstock ir Micky Dolenz. Vaidina Ben Savage, William Russ, Betsy Randle. VII dalis. 18, 19, 20 s.                                     
17.00 ""Ekstremalūs pokyčiai"" (""Extreme Makeover""). JAV. 2004. Realybės šou. II dalis. 1 s. (N-7)                                                                                                                                
18.00 ""Netikras kūdikis"" (""Rebionok robot""). Rusija. 2006. Realybės šou. 5 s. (N-7)                                                                                                                                             
19.00 ""Slaptoji agentė"" (""Alias""). JAV. 2002. Veiksmo serialas. Rež. Jeffrey Abrams. Vaidina Jennifer Garner, Ron Rifkin, Michael Vartan, Bradley Cooper. II dalis. 13 s. (N-7)                                                 
20.00 ""Daktariūkščiai"" (""Scrubs""). JAV. 2002. Komedija. Rež. Adam Bernstein. Vaidina Zack Braff, Sarah Chalke, Donald Faison. II dalis. 20 s. (N-7)                                                                             
20.30 ""Atrasta žvaigždė"" (""Instant Star""). Kanada. 2005. Drama. Rež. Graeme Campbell. Vaidina Alexz Johnson, Tim Rozon, Kristopher Turner, Laura Vandervoort, Simon Reynolds. II dalis. 7 s.                                    
21.00 ""Seksas ir miestas"" (""Sex and the City""). JAV. 2001. Komedija. V dalis. 6 s. (N-14)                                                                                                                                       
21.40 ""Gyvenimas mūsų akimis"" (""Life as We Know It""). JAV. Drama. 2004. Rež. Adam Davidson. Vaidina Sean Faris, Jon Foster, Chris Lowell, Missy Peregrym, Kelly Osbourne. 4 s.                                                  
22.30 ""Ali G šou"" (""Ali G show""). JAV, Didžioji Britanija. 2005. Humoro laida. Vaidina Sacha Baron Cohen - Ali G, Boratas, Briuno. II dalis. 3 s. (N-14) (k.)                                                                   
23.00 ""Amžinieji vagys"" (""Once A Thief""). Kanada. 1997. Nuotykių komedija. Rež. Steve DiMarco, Allan Kroeker. Vaidina Sandrine Holt, Ivan Sergei, Nicholas Lea, Jennifer Dale, Victoria Pratt. 20 s. (N-7)                      
0.00 ""Pleibojus. Pietų pakrantės moterys. Kurortai"" (""Playboy: Women Of South Beach 2: Resorts""). JAV. 2002. Erotinis filmas. (S)                                                                                               
1.10 Pabaiga.                                                                                                                                                                                                                       

2007-03-05 – Pirmadienis                                                                                                                                                                                                            
9.55 Programa.                                                                                                                                                                                                                      
10.00 ""Teleparduotuvė"".                                                                                                                                                                                                           
10.15 ""Dangus 2"". Muzikinis realybės šou. (N-7) (k.)                                                                                                                                                                              
11.15 ""Berniukas ir pasaulis"" (""Boy Meets World""). JAV. 1999. Serialas šeimai. Rež. Jodi Binstock ir Micky Dolenz. Vaidina Ben Savage, William Russ, Betsy Randle. VII dalis. 21, 22 s. (k.)                                    
12.10 ""Namas 2"" (""Dom 2""). Rusija. 2005. Realybės šou. 222 s. (N-7) (k.)                                                                                                                                                        
13.10 ""Milijardieriaus iššūkis"" (""The Rebel Billionaire: Branson’s Quest For The Best""). JAV. 2004. Ekstremalus realybės šou. Vedėjas Richard Branson. 10 s. (k.)                                                               
14.05 ""Gimusi tapti žvaigžde"" (""Obrechennaya stat zvezdoy""). Rusija. 2005. Romantinė drama. Vaidina Anna Snatkina, Oleg Soloviov, Armands Neylands – Yauzems, Anna Isaykina. 20 s. (k.)                                         
15.00 ""Dangus 2. Dainų TOP"". Muzikinis realybės šou.                                                                                                                                                                              
16.00 ""Septintas dangus"" (""The Seventh Heaven""). JAV. 1996. Drama. Rež. Harvey Laidman. Vaidina Stephen Collins, Catherine Hicks, Barty Watson, David Gallagher. 6 s.                                                           
17.00 ""Dangus 2. Be cenzūros"". Muzikinis realybės šou. (N-7)                                                                                                                                                                      
18.00 ""Meilės sūkuryje"" (""Sturm Der Liebe""). Vokietija. 2005. Drama. Rež. Markus Schmidt-Märkl. Vaidina Dirk Galuba, Lorenzo Patané, Gregory B. Waldis, Judith Hildebrandt, Antje Hagen. 125 s.                                 
19.00 ""Gimusi tapti žvaigžde"" (""Obrechennaya stat zvezdoy""). Rusija. 2005. Romantinė drama. Vaidina Anna Snatkina, Oleg Soloviov, Armands Neylands – Yauzems, Anna Isaykina. 21 s.                                              
20.00 ""Namas 2"" (""Dom 2""). Rusija. 2005. Realybės šou. 223 s. (N-7)                                                                                                                                                             
21.00 ""Karalius Hilas"" (""King of the Hill""). JAV. 1998. Animacinis serialas. II dalis. 19 s. (N-7)                                                                                                                              
21.30 ""Dangus 2"". Muzikinis realybės šou. (N-7)                                                                                                                                                                                   
22.30 Škotijos futbolo čempionato rungtynės. Motervelo „Motherwell“ - Edinburgo “Hearts”. Antro kėlinio tiesioginė transliacija iš Motervelo.                                                                                       
23.30 ""Džo Kidas"" (""Joe Kidd""). JAV. 1972. Vesternas. Rež. John Sturges. Vaidina Clint Eastwood, Robert Duvall, John Saxon.                                                                                                     
1.05 ""Merginų vaizdo kalendorius"" (""Playboy: Playmate Video Calendar 2002""). JAV. 2002. Erotinis filmas. (S)                                                                                                                    
2.40 Pabaiga.                                                                                                                                                                                                                       

2007-03-06 – Antradienis                                                                                                                                                                                                            
9.55 Programa.                                                                                                                                                                                                                      
10.00 ""Teleparduotuvė"".                                                                                                                                                                                                           
10.15 ""Dangus 2"". Muzikinis realybės šou. (N-7) (k.)                                                                                                                                                                              
11.15 ""Berniukas ir pasaulis"" (""Boy Meets World""). JAV. 1999. Serialas šeimai. Rež. Jodi Binstock ir Micky Dolenz. Vaidina Ben Savage, William Russ, Betsy Randle. VII dalis. 23 s. (k.)                                        
11.45 ""Jaunasis Heraklis"" (""Young Hercules""). JAV. 1998. Nuotykių serialas. Rež. Chris Graves, Charlie Haskell. Vaidina Ryan Gosling, Dean O’Gorman, Chris Conrad, Kevin Smith. 1 s. (k.)                                       
12.10 ""Namas 2"" (""Dom 2""). Rusija. 2005. Realybės šou. 223 s. (N-7) (k.)                                                                                                                                                        
13.10 ""Slaptoji agentė"" (""Alias""). JAV. 2002. Veiksmo serialas. Rež. Jeffrey Abrams. Vaidina Jennifer Garner, Ron Rifkin, Michael Vartan, Bradley Cooper. II dalis. 14 s. (N-7) (k.)                                            
14.05 ""Gimusi tapti žvaigžde"" (""Obrechennaya stat zvezdoy""). Rusija. 2005. Romantinė drama. Vaidina Anna Snatkina, Oleg Soloviov, Armands Neylands – Yauzems, Anna Isaykina. 21 s. (k.)                                         
15.00 ""Dangus 2. Dainų TOP"". Muzikinis realybės šou.                                                                                                                                                                              
16.00 ""Septintas dangus"" (""The Seventh Heaven""). JAV. 1996. Drama. Rež. Harvey Laidman. Vaidina Stephen Collins, Catherine Hicks, Barty Watson, David Gallagher. 7 s.                                                           
17.00 ""Dangus 2. Be cenzūros"". Muzikinis realybės šou. (N-7)                                                                                                                                                                      
18.00 ""Meilės sūkuryje"" (""Sturm Der Liebe""). Vokietija. 2005. Drama. Rež. Markus Schmidt-Märkl. Vaidina Dirk Galuba, Lorenzo Patané, Gregory B. Waldis, Judith Hildebrandt, Antje Hagen. 126 s.                                 
19.00 ""Gimusi tapti žvaigžde"" (""Obrechennaya stat zvezdoy""). Rusija. 2005. Romantinė drama. Vaidina Anna Snatkina, Oleg Soloviov, Armands Neylands – Yauzems, Anna Isaykina. 22 s.                                              
20.00 ""Namas 2"" (""Dom 2""). Rusija. 2005. Realybės šou. 224 s. (N-7)                                                                                                                                                             
21.00 ""Dangus 2"". Muzikinis realybės šou. (N-7)                                                                                                                                                                                   
21.35 UEFA Čempionų lygos rungtynės. ""Liverpool FC"" – ""FC Barcelona"". Tiesioginė transliacija.                                                                                                                                  
23.35 ""Apsaugoti Silvermaną"" (""Saving Silverman""). JAV, Australija. 2001. Komedija. Rež. Dennis Dugan. Vaidina Steve Zahn, Jack Black, Jason Biggs, Amanda Peet, Amanda Detmer. (N-14)                                          
1.15 ""Merginų vaizdo kalendorius"" (""Playboy: Playmate Video Calendar 2003""). JAV. 2003. Erotinis filmas. (S)                                                                                                                    
2.50 Pabaiga.                                                                                                                                                                                                                       

2007-03-07 – Trečiadienis                                                                                                                                                                                                           
9.55 Programa.                                                                                                                                                                                                                      
10.00 ""Teleparduotuvė"".                                                                                                                                                                                                           
10.15 ""Dangus 2"". Muzikinis realybės šou. (N-7) (k.)                                                                                                                                                                              
11.15 ""Atrasta žvaigždė"" (""Instant Star""). Kanada. 2005. Drama. Rež. Graeme Campbell. Vaidina Alexz Johnson, Tim Rozon, Kristopher Turner, Laura Vandervoort, Simon Reynolds. II dalis. 8 s. (k.)                               
11.45 ""Jaunasis Heraklis"" (""Young Hercules""). JAV. 1998. Nuotykių serialas. Rež. Chris Graves, Charlie Haskell. Vaidina Ryan Gosling, Dean O’Gorman, Chris Conrad, Kevin Smith. 2, 3 s. (k.)                                    
12.10 ""Namas 2"" (""Dom 2""). Rusija. 2005. Realybės šou. 224 s. (N-7) (k.)                                                                                                                                                        
13.10 ""Slaptoji agentė"" (""Alias""). JAV. 2002. Veiksmo serialas. Rež. Jeffrey Abrams. Vaidina Jennifer Garner, Ron Rifkin, Michael Vartan, Bradley Cooper. II dalis. 15 s. (N-7) (k.)                                            
14.05 ""Gimusi tapti žvaigžde"" (""Obrechennaya stat zvezdoy""). Rusija. 2005. Romantinė drama. Vaidina Anna Snatkina, Oleg Soloviov, Armands Neylands – Yauzems, Anna Isaykina. 22 s. (k.)                                         
15.00 ""Dangus 2. Dainų TOP"". Muzikinis realybės šou.                                                                                                                                                                              
