2003-12-20 - Šeštadienis
16:15 Dviese mes jėga (It Takes Two). 1995 m. Rež.: Andy Tennant Vaid.: Kirstie Alley, Mary-Kate, Ashley Olsen JAV komedija
18:00 DMB. Branduolinis pavojus. 2000 m. Rež.: Romanas Kačanovas Vaid.: Sergei Artsybashev, Aleksandr Belyavsky, Juozas Budraitis Rusijos komedija
19:15 STUDIJA. Tikro garso koncertas
20:20 Brangusis Dieve (Dear Good). 1996 m. Rež.: Garry Marshall Vaid.: Greg Kinnear, Laurie Metcalf, Maria Pitillo JAV komedija
22:15 Naktinės personos. Koncertas
23:10 Robert Wells. Koncertas

2003-12-27 - Šeštadienis
07:55 Dienos programa. Informacija
08:00 Stebuklingas kardas (Camelot). Animacinis filmas
08:55 Tarzanas ir aukso slėnis (Tarzan And The Valley Of Gold). 1966 m. Rež.: Robert Day Vaid.: Mike Henry, David Opotoshu JAV nuotykių filmas
10:30 Tutis ir Tutlis (Tut And Tuttle). 1981 m. Rež.: Ron Howard Vaid.: Chris Barnes, Hans Conried, Eric Greene JAV nuotykių filmas
12:10 Amžinai tavo (Yours Forever). 2001 m. Rež.: Sanjay Leela Bhansali Vaid.: Aishwarya Rai, Salman Khan Indijos melodrama
15:25 Dieviškasis kunfu (Spiritual Kung Fu). 1978 m. Rež.: Lo Wei Vaid.: Jackie Chan, James Tien, Yee Fat Honkongo veiksmo filmas
17:00 Meilės knyga (Book of Love). 1990 m. Rež.: Robert Shaye Vaid.: Chris Young, Keith Coogan, Aeryk Egan, Josie Bisset JAV komedija
18:30 David Bowie. Koncertas
19:25 Vaistai (The Cure). 1995 m. Rež.: Peter Horton Vaid.: Brad Renfro, Aeryk Egan, Delphine French JAV drama
21:00 Kristinos Orbakaitės koncertas.
22:00 Baladė apie mažąjį Džo (Ballad Of Little Joe). 1993 m. Rež.: Maggie Greenwald Vaid.: Suzy Amis, Bo Hopkins JAV drama

2003-12-28 - Sekmadienis
07:55 Dienos programa. Informacija
08:00 Papiruso nuotykiai (Adventures of Papyrus - Special). Animacinis filmas
09:15 Pradėk nuo savęs (k). Ekologinė laida
09:45 Robino Hudo nuotykiai (Challenge for Robin Hood). 1967 m. Rež.: C.M. Pennington - Richards JAV nuotykių Vaid.: Barrie Ingham, Peter Blythe JAV nuotykių filmas
11:20 Savas namas (A Home of Our Own). 1993 m. Rež.: Tony Bill Vaid.:Kathy Bates, Edward Furlong JAV drama
13:05 Džekas ir Sara (Jack and Sarah). 1995 m. Rež.: Tim Sullivan Vaid.: Richard E. Grant, Samantha Mathis, Judi Dench JAV komedija
14:45 Palanga - 96. Koncertas
16:30 Robinzonas Kruzas (Robinson Crusoe). 1998 m. Rež.: George Miller, Rodney K. Hardy Vaid.: Pierce Brosnan, William Takakku, Lysette Anthony JAV nuotykių filmas
18:05 Gintarinė šypsena. 1997 m. Koncertas
19:00 Žemės drebėjimas Niujorke (Aftershock). 1999m. Rež.: Mikael Salomon Vaid.: Tom Skerrit, Sharon Lawrence, Charles S. Dutton JAV veiksmo filmas
21:45 Anne Lenox Live in Sopot. 1995 m.

2003-12-29 - Pirmadienis
07:55 Dienos programa. Informacija
08:00 Katinas Feliksas (Felix the Cat). Animacinis filmas
09:20 Karaliaus Saliamono kasyklos. 1950 m. Rež.: Compton Bennet, Andrew Marton Vaid.: Deborah Kerr, Stewart Granger JAV vaidybinis filmas
11:05 Tomis ir lūšis (Tommy and the Wildcat (Boy and the Lynx)). 1998 m. Rež.: Raimo O. Niemi Vaid.: Konsta Hietanen, Risto Tuorila, Jarmo Makinen Suomijos nuotykių filmas
12:45 Džeinė ir dingęs miestas (Janie and the Lost City). 1987 m. Rež.: Terry Marcel Vaid.: Sam J.Jones, Maud Adams JAV komedija
14:25 Bebaimė hiena. 1979 m. Rež.: Jackie Chan Vaid.: Jacky Chan, James Tien, Shin Tien Honkongo veiksmo filmas
16:00 GYTIS. Tikro garso koncertas
17:05 Baltieji vilkai (White Wolves). 1995 m. Rež.: Catherine Cyran JAV nuotykių filmas
18:30 AIRIJA. Pasaka. Koncertas
20:00 Pradėk nuo savęs. Vedėja Dalia Juočerytė Ekologinė laida
20:30 Mylimoji uošvė (Belle-Maman). 1999 m. Rež.: Gabriel Aghion Vaid.: Catherine Deneuve, Vincent Lindon Prancūzų komedija
22:10 Geri laikai (Good Times). 1999 m. Rež.: William Friedkin Vaid.: Sonny ir Cher JAV vaidybinis filmas
23:40 Electric Light Orchestra. Koncertas

2003-12-30 - Antradienis
07:55 Dienos programa. Informacija
08:00 Geros kelionės, Čarli Braunai (Bon Voyage Charlie Brown). 1980 m. Animacinis filmas
09:15 Volesas ir Gromitas. Sugedęs robotas. (Wallace & Gromit, The Wrong Trousers). Animacinis filmas
09:45 Paslaptingasis sodas (Secret Garden). 1993 m. Rež.: Agnieszka Holland Vaid.: Kate Maberly, Heydon Prowse JAV nuotykių filmas
11:30 Kelionė į Žemės centrą (Journey to the Centre of the Earth). 1999 m. Rež.: George Miller Vaid.:Treat Williams, Jeremy London, Tushka Bergen JAV nuotykių filmas
14:35 Siringo (Siringo). 1994 m. Rež.: Kevin G. Cremin Vaid.: Brad Johnson, Chad Lowe, Stephen Macht JAV vesternas
16:05 Bebaimė hiena II (Fearless Hyenna II). 1980 m. Rež.: Jackie Chan Vaid.: Jacky Chan, James Tien, Shin Tien Honkongo veiksmo filmas
17:40 ŽAS. Tikro garso koncertas
18:35 Baltieji vilkai: legenda apie laukinę gamtą (White Wolves). 1995 m. Rež.: Terence H. Winkless Vaid.: Elizabeth Berkley, Ele Keats, Jeremy London JAV nuotykių filmas
20:05 Naujieji Robinzonai (New Swiss Family Robinson). 1998 m. Rež.: Stewart Raffill Vaid.: Jane Seymour, David Carradine JAV nuotykių filmas
21:45 Netikėtai (Suddenly). 1996 m. Rež.: Robert Allan Acherman Vaid.: Kirstie Alley, Jason Baghe, Colleen Camp JAV drama

2003-12-31 - Trečiadienis
07:55 Dienos programa. Informacija
08:00 Pingvinas ir akmenukas (Pebble and the Penguin). 1995 m. Animacinis filmas
09:15 Tamiai (Tummy). 1996 m. Rež.: Giannetto de Rossi Vaid.: Michael Faustino, Sam Behrans, Debbie McLeod Kanados nuotykių filmas
10:45 Jasonas ir argonautai (Jason and the Argonauts). 2000 m. Rež.: Nick Willing Vaid.: Jason London, Jolene Blalock, Dennis Hopper JAV nuotykių filmas
13:40 Vaikų koncertas.
14:10 Tarzanas Manhetene (tarzan in Manhattan). 1989 m. Rež.: Michael Schultz Vaid.: Joe Lara, Kim Crosby, Tony Curtis JAV nuotykių filmas
15:45 Ugninis drakonas (Fire Dragon). 1979 m. Rež.: Jackie Chan Vaid.: Jackie Chan Honkongo veiksmo filmas
17:05 BIX. Tikro garso koncertas
18:10 DMB. Kaip Senis Šaltis vasaros ieškojo. 2000 m. Rež.: Romanas Kačanovas 2000 m. Rež.: Romanas Kačanovas Vaid.: Sergei Artsybashev, Aleksandr Belyavsky, Juozas Budraitis Rusijos komedija
19:35 Paskutinis FOJE koncertas.
22:00 Vakaras Haid Parke. Koncertas
